"OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98605565","Sample-Routine","Water","Surface Water","19201985-10-01","11:10:00","MDT","1985-10-01","11:11:59","MDT",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105743","Sample-Routine","Water","Surface Water","19201991-03-20","07:40:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102405","Sample-Routine","Water","Surface Water","19201980-10-14","16:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09072550","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98201753","Sample-Routine","Water","Surface Water","19201982-08-24","15:55:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98201749","Sample-Routine","Water","Surface Water","19201982-05-18","16:55:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98806654","Sample-Routine","Water","Surface Water","19201988-08-10","08:00:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00207545","Sample-Routine","Water","Surface Water","19202002-07-10","13:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802189","Sample-Routine","Water","Surface Water","19201978-05-09","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98805973","Sample-Routine","Water","Surface Water","19201988-07-13","10:15:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97701454","Sample-Routine","Water","Surface Water","19201976-10-05","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97902547","Sample-Routine","Water","Surface Water","19201978-10-03","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",70,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97701526","Sample-Routine","Water","Surface Water","19201976-12-15","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09076520","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",700,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96400627","Sample-Routine","Water","Surface Water","19201963-12-01","","","1963-12-31","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",700,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102634","Sample-Routine","Water","Surface Water","19201981-07-31","11:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",700,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97502307","Sample-Routine","Water","Surface Water","19201975-04-10","08:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-392502107090600","","Alluvium, Flood Plain","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",700,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96701430","Sample-Routine","Water","Surface Water","19201967-01-01","","","1967-01-18","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",701,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00204206","Sample-Routine","Water","Surface Water","19202002-07-30","13:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","L-2170138 recvd 8-02-02","","Stable, low stage","Drought","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",702,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00404049","Sample-Routine","Water","Surface Water","19202004-09-03","09:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",703,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96300448","Sample-Routine","Water","Surface Water","19201962-12-01","","","1962-12-31","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",705,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96200500","Sample-Routine","Water","Surface Water","19201962-09-01","","","1962-09-30","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",706,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01900405","Sample-Routine","Water","Surface Water","19202018-12-19","14:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09085000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",706,"uS/cm @25C",NA,"Preliminary",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96000836","Sample-Routine","Water","Surface Water","19201960-09-01","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",708,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98805962","Sample-Routine","Water","Surface Water","19201988-08-12","08:55:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",713,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98801769","Sample-Routine","Water","Surface Water","19201988-01-12","10:10:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09076520","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",715,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96701423","Sample-Routine","Water","Surface Water","19201966-11-15","","","1966-11-30","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",718,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96000833","Sample-Routine","Water","Surface Water","19201960-08-18","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",718,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99600385","Sample-Routine","Water","Surface Water","19201995-10-16","17:20:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",72,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99900296","Sample-Routine","Water","Surface Water","19201998-10-21","09:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",72,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99400739","Sample-Routine","Water","Surface Water","19201993-10-06","07:45:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",72,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.01800147","Sample-Routine","Water","Surface Water","19202017-11-06","16:55:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey","USGS-09085000","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",722,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"SC001","USGS","Specific conductance sensor","USGS National Field Manual, Chapter A6.3","U.S. Geological Survey-Water Resources Discipline","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98002418","Sample-Routine","Water","Surface Water","19201980-09-25","11:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",724,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99105281","Sample-Routine","Water","Surface Water","19201990-10-04","","","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09085000","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",726,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00302106","Sample-Routine","Water","Surface Water","19202003-05-07","11:05:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",73,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98605568","Sample-Routine","Water","Surface Water","19201986-02-25","12:00:00","MST","1986-02-25","12:01:59","MST",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",73,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98708573","Sample-Routine","Water","Surface Water","19201987-03-03","13:10:00","MST","1987-03-03","13:11:59","MST",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",73,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99402750","Sample-Routine","Water","Surface Water","19201994-08-17","10:40:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",73,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802370","Sample-Routine","Water","Surface Water","19201977-12-12","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",730,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102591","Sample-Routine","Water","Surface Water","19201980-10-03","","","","","",NA,"",NA,NA,NA,NA,NA,"","Organization other than U.S. Geological Survey","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",730,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97701682","Sample-Routine","Water","Surface Water","19201977-03-15","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",730,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.96200501","Sample-Routine","Water","Surface Water","19201962-09-15","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",731,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00001074","Sample-Routine","Water","Surface Water","19202000-01-13","16:25:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, low stage","Under ice cover","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",74,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99700672","Sample-Routine","Water","Surface Water","19201996-12-18","14:30:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Specific conductance","Total",74,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99605741","Sample-Routine","Water","Surface Water","19201996-08-14","11:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",74,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99304829","Sample-Routine","Water","Surface Water","19201992-10-07","08:10:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",74,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802369","Sample-Routine","Water","Surface Water","19201977-12-07","10:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",740,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.97802367","Sample-Routine","Water","Surface Water","19201977-10-11","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",740,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.95900271","Sample-Routine","Water","Surface Water","19201959-09-03","","","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09085000","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",749,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00001484","Sample-Routine","Water","Surface Water","19201999-10-12","14:30:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99903214","Sample-Routine","Water","Surface Water","19201998-11-17","09:00:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073300","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.99605742","Sample-Routine","Water","Surface Water","19201996-09-30","13:50:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-09073400","","","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.98102429","Sample-Routine","Water","Surface Water","19201981-02-19","10:05:00","MST","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073300","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Historical",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
"USGS-CO","USGS Colorado Water Science Center","nwisco.01.00207970","Sample-Routine","Water","Surface Water","19202002-04-22","14:10:00","MDT","","","",NA,"",NA,NA,NA,NA,NA,"","","USGS-09073400","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Specific conductance","Total",75,"uS/cm @25C",NA,"Accepted",NA,"Actual",NA,NA,"25 deg C",NA,NA,"",95,NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"","","NWIS"
