OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00109627,Sample-Routine,Water,Bulk deposition,2001-03-29,12:45:00,MST,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 8080,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,5.4,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01701915,Sample-Routine,Water,Bulk deposition,2017-03-24,12:45:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,"USGSCORL LAB ID = 22864 ""L-1500049 Received May 26, 2017""",,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,5.6,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01504215,Sample-Routine,Water,Bulk deposition,2015-03-27,12:00:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 21872,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,5.8,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01106131,Sample-Routine,Water,Bulk deposition,2011-03-21,14:30:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 19014,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,5.8,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00604816,Sample-Routine,Water,Bulk deposition,2006-03-30,12:45:00,MST,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 14029,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,5.8,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01601712,Sample-Routine,Water,Bulk deposition,2016-04-01,12:30:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 22517,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,6.4,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00208503,Sample-Routine,Water,Bulk deposition,2002-03-22,12:00:00,MST,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 9725,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,6.5,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01801729,Sample-Routine,Water,Bulk deposition,2018-03-23,12:20:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,6.5,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99704221,Sample-Routine,Water,Groundwater,1997-09-09,10:00:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-390421106533400,,,"Stable, normal stage",Routine sample,4040,USGS parameter code 82398,Submersible pump,Submersible positive-pressure pump,,pH,Total,6.6,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00906778,Sample-Routine,Water,Bulk deposition,2009-04-02,16:10:00,MDT,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-392535107224600,USGSCORL Lab ID = 17412,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,pH,Total,6.7,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL010,USGS,"pH, lab, automated (NRP & CO)","USGS TWRI 5-A1/1989, p 363","USGS CO WSC Water-Quality Research Lab, Denver",,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99704223,Sample-Routine,Water,Groundwater,1997-09-10,09:30:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-390810106463000,,,"Stable, normal stage",Routine sample,4040,USGS parameter code 82398,Submersible pump,Submersible positive-pressure pump,,pH,Total,7.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00300086,Sample-Routine,Water,Surface Water,2002-10-08,11:50:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.1,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,2002-10-15,,Lower Reporting Limit,0.1,std units,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99800375,Sample-Routine,Water,Surface Water,1997-10-22,08:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99701139,Sample-Routine,Water,Surface Water,1997-03-06,12:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301713,Sample-Routine,Water,Surface Water,1983-07-29,10:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00001222,Sample-Routine,Water,Surface Water,2000-01-26,09:40:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, low stage",Under ice cover,70,USGS parameter code 82398,Grab sample  (dip),Other,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99801432,Sample-Routine,Water,Surface Water,1998-03-12,09:25:00,MST,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09073400,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403294,Sample-Routine,Water,Surface Water,1984-04-20,10:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99802437,Sample-Routine,Water,Surface Water,1998-06-01,14:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,Rising stage,Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403272,Sample-Routine,Water,Surface Water,1983-12-06,14:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403309,Sample-Routine,Water,Surface Water,1984-07-20,10:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403306,Sample-Routine,Water,Surface Water,1984-06-29,14:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, high stage",Snowmelt,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403304,Sample-Routine,Water,Surface Water,1984-06-21,08:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, high stage",Snowmelt,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99900296,Sample-Routine,Water,Surface Water,1998-10-21,09:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00002103,Sample-Routine,Water,Surface Water,2000-04-25,10:40:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403279,Sample-Routine,Water,Surface Water,1984-01-25,12:25:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99701966,Sample-Routine,Water,Surface Water,1997-05-23,10:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Falling stage,Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403302,Sample-Routine,Water,Surface Water,1984-06-05,12:50:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, high stage",Snowmelt,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403303,Sample-Routine,Water,Surface Water,1984-06-15,08:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, high stage",Snowmelt,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99901529,Sample-Routine,Water,Surface Water,1999-04-20,08:50:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403312,Sample-Routine,Water,Surface Water,1984-08-03,10:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301702,Sample-Routine,Water,Surface Water,1983-05-12,13:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99803526,Sample-Routine,Water,Surface Water,1998-08-19,16:20:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00302335,Sample-Routine,Water,Surface Water,2003-05-28,15:05:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,Rising stage,Snowmelt,30,USGS parameter code 82398,Single vertical,US DH-81,,pH,Total,7.8,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,2003-06-04,,Lower Reporting Limit,0.1,std units,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00105741,Sample-Routine,Water,Surface Water,2001-08-28,14:20:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.8,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00103301,Sample-Routine,Water,Surface Water,2001-05-30,17:20:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,Peak stage,Snowmelt,30,USGS parameter code 82398,Single vertical,US DH-81,,pH,Total,7.9,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403273,Sample-Routine,Water,Surface Water,1983-12-15,10:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403301,Sample-Routine,Water,Surface Water,1984-06-01,11:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, high stage",Snowmelt,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00002246,Sample-Routine,Water,Surface Water,2000-05-11,14:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-392110107011300,,,"Stable, high stage",Snowmelt,70,USGS parameter code 82398,Grab sample  (dip),Other,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00002812,Sample-Routine,Water,Surface Water,2000-06-07,10:00:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,Falling stage,Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301710,Sample-Routine,Water,Surface Water,1983-07-07,11:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99903648,Sample-Routine,Water,Surface Water,1999-08-18,12:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301715,Sample-Routine,Water,Surface Water,1983-08-12,07:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00302332,Sample-Routine,Water,Surface Water,2003-05-27,17:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,Rising stage,Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US D-95 plastic bottle,,pH,Total,7.9,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,2003-06-02,,Lower Reporting Limit,0.1,std units,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00002091,Sample-Routine,Water,Surface Water,2000-04-24,12:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00002810,Sample-Routine,Water,Surface Water,2000-06-06,11:50:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Falling stage,Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99802216,Sample-Routine,Water,Surface Water,1998-05-11,15:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403285,Sample-Routine,Water,Surface Water,1984-02-24,10:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403275,Sample-Routine,Water,Surface Water,1983-12-22,12:15:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00103300,Sample-Routine,Water,Surface Water,2001-05-30,10:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Peak stage,Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,,pH,Total,8.0,std units,,Accepted,,Actual,,,,,,,00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363",,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403299,Sample-Routine,Water,Surface Water,1984-05-23,17:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, high stage",Snowmelt,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301688,Sample-Routine,Water,Surface Water,1983-02-03,13:10:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98403318,Sample-Routine,Water,Surface Water,1984-09-06,11:40:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301692,Sample-Routine,Water,Surface Water,1983-03-02,12:00:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301693,Sample-Routine,Water,Surface Water,1983-03-10,09:45:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.98301716,Sample-Routine,Water,Surface Water,1983-08-18,14:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00403,,,,,,,,,,,,,,,,,NWIS
